,title,gross,budget,genres,actor_1_name,language,country,title_year,content_rating,imdb_score,movie_facebook_likes,movie_imdb_link,imdb_id
2427,Young Sherlock Holmes,4250320.0,18000000.0,Adventure|Fantasy|Mystery|Thriller,Nicholas Rowe,English,USA,1985.0,PG-13,6.8,0,http://www.imdb.com/title/tt0090357/?ref_=fn_tt_tt_1,tt0090357
2428,Fame,22452209.0,18000000.0,Comedy|Drama|Musical|Romance,Kelsey Grammer,English,USA,2009.0,PG,5.0,0,http://www.imdb.com/title/tt1016075/?ref_=fn_tt_tt_1,tt1016075
2429,127 Hours,18329466.0,18000000.0,Adventure|Biography|Drama|Thriller,James Franco,English,USA,2010.0,R,7.6,63000,http://www.imdb.com/title/tt1542344/?ref_=fn_tt_tt_1,tt1542344
2430,Small Time Crooks,17071230.0,18000000.0,Comedy|Crime,Woody Allen,English,USA,2000.0,PG,6.7,812,http://www.imdb.com/title/tt0196216/?ref_=fn_tt_tt_1,tt0196216
2431,Center Stage,17174870.0,18000000.0,Drama|Music|Romance,Amanda Schull,English,USA,2000.0,PG-13,6.7,0,http://www.imdb.com/title/tt0210616/?ref_=fn_tt_tt_1,tt0210616
2432,Love the Coopers,26284475.0,17000000.0,Comedy,Olivia Wilde,English,USA,2015.0,PG-13,5.7,0,http://www.imdb.com/title/tt2279339/?ref_=fn_tt_tt_1,tt2279339
2433,Catch That Kid,16702864.0,18000000.0,Comedy|Crime,Kristen Stewart,English,USA,2004.0,PG,5.2,591,http://www.imdb.com/title/tt0337917/?ref_=fn_tt_tt_1,tt0337917
2434,Life as a House,15561627.0,18000000.0,Drama,Ian Somerhalder,English,USA,2001.0,R,7.5,0,http://www.imdb.com/title/tt0264796/?ref_=fn_tt_tt_1,tt0264796
2435,Steve Jobs,17750583.0,30000000.0,Biography|Drama,Kate Winslet,English,UK,2015.0,R,7.2,23000,http://www.imdb.com/title/tt2080374/?ref_=fn_tt_tt_1,tt2080374
2436,"I Love You, Beth Cooper",14793904.0,18000000.0,Comedy|Romance,Alan Ruck,English,Canada,2009.0,PG-13,5.3,0,http://www.imdb.com/title/tt1032815/?ref_=fn_tt_tt_1,tt1032815
2437,Youth in Revolt,15281286.0,18000000.0,Comedy|Drama|Romance,Steve Buscemi,English,USA,2009.0,R,6.5,0,http://www.imdb.com/title/tt0403702/?ref_=fn_tt_tt_1,tt0403702
2438,The Legend of the Lone Ranger,8000000.0,18000000.0,Action|Adventure|Western,Jason Robards,English,USA,1981.0,PG,5.0,346,http://www.imdb.com/title/tt0082648/?ref_=fn_tt_tt_1,tt0082648
2439,The Tailor of Panama,13491653.0,18000000.0,Drama|Thriller,Daniel Radcliffe,English,USA,2001.0,R,6.1,813,http://www.imdb.com/title/tt0236784/?ref_=fn_tt_tt_1,tt0236784
2440,Blow Out,,18000000.0,Mystery|Thriller,Nancy Allen,English,USA,1981.0,R,7.4,2000,http://www.imdb.com/title/tt0082085/?ref_=fn_tt_tt_1,tt0082085
2441,Getaway,10494494.0,18000000.0,Action|Crime|Thriller,Rebecca Budig,English,USA,2013.0,PG-13,4.4,4000,http://www.imdb.com/title/tt2167202/?ref_=fn_tt_tt_1,tt2167202
2442,The Ice Storm,7837632.0,18000000.0,Drama,Joan Allen,English,USA,1997.0,R,7.5,0,http://www.imdb.com/title/tt0119349/?ref_=fn_tt_tt_1,tt0119349
2443,And So It Goes,15155772.0,18000000.0,Comedy|Drama|Romance,Yaya DaCosta,English,USA,2014.0,PG-13,5.7,3000,http://www.imdb.com/title/tt2465146/?ref_=fn_tt_tt_1,tt2465146
2444,Troop Beverly Hills,8508843.0,18000000.0,Adventure|Comedy,Craig T. Nelson,English,USA,1989.0,PG,5.5,0,http://www.imdb.com/title/tt0098519/?ref_=fn_tt_tt_1,tt0098519
2445,Being Julia,7739049.0,18000000.0,Comedy|Drama|Romance,Miriam Margolyes,English,Canada,2004.0,R,7.1,562,http://www.imdb.com/title/tt0340012/?ref_=fn_tt_tt_1,tt0340012
2446,9½ Weeks,6734844.0,17000000.0,Drama|Romance,David Margulies,English,USA,1986.0,R,5.9,0,http://www.imdb.com/title/tt0091635/?ref_=fn_tt_tt_1,tt0091635
2447,Dragonslayer,6000000.0,18000000.0,Action|Adventure|Fantasy,Ian McDiarmid,English,USA,1981.0,PG,6.7,0,http://www.imdb.com/title/tt0082288/?ref_=fn_tt_tt_1,tt0082288
2448,The Last Station,6615578.0,13000000.0,Biography|Drama|Romance,David Masterson,English,Germany,2009.0,R,7.0,0,http://www.imdb.com/title/tt0824758/?ref_=fn_tt_tt_1,tt0824758
2449,Ed Wood,5887457.0,18000000.0,Biography|Comedy|Drama,Johnny Depp,English,USA,1994.0,R,7.9,0,http://www.imdb.com/title/tt0109707/?ref_=fn_tt_tt_1,tt0109707
2450,Labor Day,13362308.0,18000000.0,Drama,J.K. Simmons,English,USA,2013.0,PG-13,6.9,0,http://www.imdb.com/title/tt1967545/?ref_=fn_tt_tt_1,tt1967545
2452,RocknRolla,5694401.0,18000000.0,Action|Crime|Thriller,Tom Hardy,English,UK,2008.0,R,7.3,12000,http://www.imdb.com/title/tt1032755/?ref_=fn_tt_tt_1,tt1032755
2453,Megaforce,5333658.0,20000000.0,Action|Sci-Fi,Barry Bostwick,English,USA,1982.0,PG,3.5,0,http://www.imdb.com/title/tt0084316/?ref_=fn_tt_tt_1,tt0084316
2454,Hamlet,4414535.0,18000000.0,Drama,Julie Christie,English,UK,1996.0,PG-13,7.8,0,http://www.imdb.com/title/tt0116477/?ref_=fn_tt_tt_1,tt0116477
2455,Mao's Last Dancer,4806750.0,,Biography|Drama|Music|Romance,Bruce Greenwood,English,Australia,2009.0,PG,7.4,0,http://www.imdb.com/title/tt1071812/?ref_=fn_tt_tt_1,tt1071812
2456,Midnight Special,3707794.0,18000000.0,Adventure|Drama|Sci-Fi|Thriller,Kirsten Dunst,English,Greece,2016.0,PG-13,6.7,0,http://www.imdb.com/title/tt2649554/?ref_=fn_tt_tt_1,tt2649554
2457,Anything Else,3203044.0,18000000.0,Comedy|Romance,Woody Allen,English,USA,2003.0,R,6.4,827,http://www.imdb.com/title/tt0313792/?ref_=fn_tt_tt_1,tt0313792
2458,The Railway Man,4435083.0,18000000.0,Biography|Drama|Romance|War,Jeremy Irvine,English,Australia,2013.0,R,7.1,18000,http://www.imdb.com/title/tt2058107/?ref_=fn_tt_tt_1,tt2058107
2461,Restoration,,,Horror,Zack Ward,English,USA,2016.0,,4.0,378,http://www.imdb.com/title/tt4517738/?ref_=fn_tt_tt_1,tt4517738
2462,The Wraith,3500000.0,2700000.0,Action|Horror|Romance|Sci-Fi|Thriller,Clint Howard,English,USA,1986.0,R,5.9,0,http://www.imdb.com/title/tt0092240/?ref_=fn_tt_tt_1,tt0092240
2463,The Salton Sea,676698.0,18000000.0,Crime|Drama|Mystery|Thriller,Adam Goldberg,English,USA,2002.0,R,7.2,2000,http://www.imdb.com/title/tt0235737/?ref_=fn_tt_tt_1,tt0235737
2464,Metallica Through the Never,3419967.0,,Music,James Hetfield,English,USA,2013.0,R,7.2,19000,http://www.imdb.com/title/tt2172935/?ref_=fn_tt_tt_1,tt2172935
2465,The Informers,,18000000.0,Crime|Drama|Thriller,Austin Nichols,English,Germany,2008.0,R,5.1,1000,http://www.imdb.com/title/tt0865554/?ref_=fn_tt_tt_1,tt0865554
2467,I Come with the Rain,,18000000.0,Thriller,Takuya Kimura,English,France,2009.0,Not Rated,5.5,342,http://www.imdb.com/title/tt1024744/?ref_=fn_tt_tt_1,tt1024744
2468,One Man's Hero,229311.0,11350000.0,Action|Drama|History|Romance|War|Western,Tom Berenger,English,Spain,1999.0,R,6.2,271,http://www.imdb.com/title/tt0120775/?ref_=fn_tt_tt_1,tt0120775
2469,Day of the Dead,,3500000.0,Horror,Greg Nicotero,English,USA,1985.0,Unrated,7.2,3000,http://www.imdb.com/title/tt0088993/?ref_=fn_tt_tt_1,tt0088993
2470,I Am Wrath,,18000000.0,Action|Crime|Drama|Thriller,Sam Trammell,English,USA,2016.0,R,5.2,0,http://www.imdb.com/title/tt3212232/?ref_=fn_tt_tt_1,tt3212232
2471,Renaissance,63260.0,14000000.0,Action|Animation|Sci-Fi|Thriller,Romola Garai,English,France,2006.0,R,6.7,0,http://www.imdb.com/title/tt0386741/?ref_=fn_tt_tt_1,tt0386741
2472,Forsaken,,11000000.0,Drama|Western,Demi Moore,English,Canada,2015.0,R,6.3,0,http://www.imdb.com/title/tt2271563/?ref_=fn_tt_tt_1,tt2271563
2473,Red Sonja,,17900000.0,Action|Adventure|Fantasy,Ernie Reyes Jr.,English,Netherlands,1985.0,PG-13,5.0,0,http://www.imdb.com/title/tt0089893/?ref_=fn_tt_tt_1,tt0089893
2474,Red Lights,,14000000.0,Drama|Horror|Mystery|Thriller,Robert De Niro,English,Spain,2012.0,R,6.2,10000,http://www.imdb.com/title/tt1748179/?ref_=fn_tt_tt_1,tt1748179
2475,Superbad,121463226.0,20000000.0,Comedy,Emma Stone,English,USA,2007.0,R,7.6,0,http://www.imdb.com/title/tt0829482/?ref_=fn_tt_tt_1,tt0829482
2476,Madea Goes to Jail,90485233.0,,Comedy|Crime|Drama,Vanessa Ferlito,English,USA,2009.0,PG-13,4.1,804,http://www.imdb.com/title/tt1142800/?ref_=fn_tt_tt_1,tt1142800
2477,Wolves,,18000000.0,Action|Horror,Jason Momoa,English,France,2014.0,R,5.3,0,http://www.imdb.com/title/tt1403241/?ref_=fn_tt_tt_1,tt1403241
2478,Step Up 2: The Streets,58006147.0,23000000.0,Drama|Music|Musical|Romance,Cassie Ventura,English,USA,2008.0,PG-13,6.2,0,http://www.imdb.com/title/tt1023481/?ref_=fn_tt_tt_1,tt1023481
2479,Hoodwinked!,51053787.0,17500000.0,Action|Animation|Comedy|Crime|Family,Anne Hathaway,English,USA,2005.0,PG,6.5,0,http://www.imdb.com/title/tt0443536/?ref_=fn_tt_tt_1,tt0443536
2480,Hotel Rwanda,23472900.0,17500000.0,Drama|History|War,Don Cheadle,English,UK,2004.0,PG-13,8.1,12000,http://www.imdb.com/title/tt0395169/?ref_=fn_tt_tt_1,tt0395169
2481,Hitman,39687528.0,24000000.0,Action|Crime|Drama|Thriller,Henry Ian Cusick,English,France,2007.0,R,6.3,0,http://www.imdb.com/title/tt0465494/?ref_=fn_tt_tt_1,tt0465494
2482,Black Nativity,7017178.0,17500000.0,Drama|Family|Music|Musical,Jennifer Hudson,English,USA,2013.0,PG,4.4,0,http://www.imdb.com/title/tt1425922/?ref_=fn_tt_tt_1,tt1425922
2483,The Prince,,18000000.0,Action|Thriller,Bruce Willis,English,USA,2014.0,R,4.6,0,http://www.imdb.com/title/tt1085492/?ref_=fn_tt_tt_1,tt1085492
2484,City of Ghosts,325491.0,17500000.0,Crime|Drama|Thriller,Kirk Fox,English,USA,2002.0,R,6.0,204,http://www.imdb.com/title/tt0164003/?ref_=fn_tt_tt_1,tt0164003
2485,The Others,96471845.0,17000000.0,Fantasy|Horror|Thriller,Fionnula Flanagan,English,USA,2001.0,PG-13,7.6,20000,http://www.imdb.com/title/tt0230600/?ref_=fn_tt_tt_1,tt0230600
2486,Aliens,85200000.0,18500000.0,Action|Adventure|Sci-Fi,Michael Biehn,English,USA,1986.0,R,8.4,18000,http://www.imdb.com/title/tt0090605/?ref_=fn_tt_tt_1,tt0090605
2487,My Fair Lady,72000000.0,17000000.0,Drama|Family|Musical|Romance,Jeremy Brett,English,USA,1964.0,Approved,7.9,0,http://www.imdb.com/title/tt0058385/?ref_=fn_tt_tt_1,tt0058385
2488,I Know What You Did Last Summer,72219395.0,17000000.0,Horror|Mystery|Thriller,Muse Watson,English,USA,1997.0,R,5.6,0,http://www.imdb.com/title/tt0119345/?ref_=fn_tt_tt_1,tt0119345
2489,Let's Be Cops,82389560.0,17000000.0,Comedy,Rob Riggle,English,USA,2014.0,R,6.5,14000,http://www.imdb.com/title/tt1924435/?ref_=fn_tt_tt_1,tt1924435
2490,Sideways,71502303.0,12000000.0,Adventure|Comedy|Drama|Romance,Virginia Madsen,English,USA,2004.0,R,7.5,0,http://www.imdb.com/title/tt0375063/?ref_=fn_tt_tt_1,tt0375063
2491,Beerfest,19179969.0,17500000.0,Comedy,Chris Moss,English,USA,2006.0,R,6.3,0,http://www.imdb.com/title/tt0486551/?ref_=fn_tt_tt_1,tt0486551
2492,Halloween,47000000.0,300000.0,Horror|Thriller,Jamie Lee Curtis,English,USA,1978.0,R,7.9,12000,http://www.imdb.com/title/tt0077651/?ref_=fn_tt_tt_1,tt0077651
2494,Good Boy!,37566230.0,17000000.0,Comedy|Drama|Family|Fantasy|Sci-Fi,Liam Aiken,English,USA,2003.0,PG,5.1,309,http://www.imdb.com/title/tt0326900/?ref_=fn_tt_tt_1,tt0326900
2495,The Best Man Holiday,70492685.0,17000000.0,Comedy|Drama,Harold Perrineau,English,USA,2013.0,R,6.7,7000,http://www.imdb.com/title/tt2083355/?ref_=fn_tt_tt_1,tt2083355
2496,Smokin' Aces,35635046.0,17000000.0,Action|Crime|Drama|Thriller,Ryan Reynolds,English,UK,2006.0,R,6.7,3000,http://www.imdb.com/title/tt0475394/?ref_=fn_tt_tt_1,tt0475394
2497,Saw 3D: The Final Chapter,45670855.0,20000000.0,Horror|Mystery,Costas Mandylor,English,Canada,2010.0,R,5.6,12000,http://www.imdb.com/title/tt1477076/?ref_=fn_tt_tt_1,tt1477076
2498,40 Days and 40 Nights,37939782.0,17000000.0,Comedy|Romance,Emmanuelle Vaugier,English,USA,2002.0,R,5.6,2000,http://www.imdb.com/title/tt0243736/?ref_=fn_tt_tt_1,tt0243736
2499,TRON: Legacy,172051787.0,170000000.0,Action|Adventure|Sci-Fi,Jeff Bridges,English,USA,2010.0,PG,6.8,30000,http://www.imdb.com/title/tt1104001/?ref_=fn_tt_tt_1,tt1104001
2500,A Night at the Roxbury,30324946.0,17000000.0,Comedy|Music|Romance,Will Ferrell,English,USA,1998.0,PG-13,6.2,0,http://www.imdb.com/title/tt0120770/?ref_=fn_tt_tt_1,tt0120770
2501,Beastly,27854896.0,17000000.0,Drama|Fantasy|Romance,Alex Pettyfer,English,USA,2011.0,PG-13,5.6,16000,http://www.imdb.com/title/tt1152398/?ref_=fn_tt_tt_1,tt1152398
2502,The Hills Have Eyes,41777564.0,15000000.0,Horror,Dan Byrd,English,USA,2006.0,R,6.4,0,http://www.imdb.com/title/tt0454841/?ref_=fn_tt_tt_1,tt0454841
2503,Dickie Roberts: Former Child Star,22734486.0,17000000.0,Comedy,Kevin Grevioux,English,USA,2003.0,PG-13,5.6,320,http://www.imdb.com/title/tt0325258/?ref_=fn_tt_tt_1,tt0325258
2504,"McFarland, USA",44469602.0,17000000.0,Biography|Drama|Sport,Morgan Saylor,English,USA,2015.0,PG,7.4,21000,http://www.imdb.com/title/tt2097298/?ref_=fn_tt_tt_1,tt2097298
2505,Lottery Ticket,24708699.0,,Comedy,Brandon T. Jackson,English,USA,2010.0,PG-13,4.9,0,http://www.imdb.com/title/tt0979434/?ref_=fn_tt_tt_1,tt0979434
2506,ATL,21160089.0,,Comedy|Crime|Drama|Music|Romance,T.I.,English,USA,2006.0,PG-13,6.0,874,http://www.imdb.com/title/tt0466856/?ref_=fn_tt_tt_1,tt0466856
2507,Pitch Perfect,64998368.0,17000000.0,Comedy|Music|Romance,Anna Kendrick,English,USA,2012.0,PG-13,7.2,36000,http://www.imdb.com/title/tt1981677/?ref_=fn_tt_tt_1,tt1981677
2508,Summer Catch,19693891.0,34000000.0,Comedy|Drama|Romance|Sport,Marc Blucas,English,USA,2001.0,PG-13,4.9,476,http://www.imdb.com/title/tt0234829/?ref_=fn_tt_tt_1,tt0234829
2509,A Simple Plan,16311763.0,17000000.0,Crime|Drama|Thriller,Gary Cole,English,UK,1998.0,R,7.5,0,http://www.imdb.com/title/tt0120324/?ref_=fn_tt_tt_1,tt0120324
2510,They,12693621.0,17000000.0,Horror|Mystery|Thriller,Alexander Gould,English,USA,2002.0,PG-13,4.8,814,http://www.imdb.com/title/tt0283632/?ref_=fn_tt_tt_1,tt0283632
2511,Larry the Cable Guy: Health Inspector,15655665.0,4000000.0,Comedy|Romance,Thomas F. Wilson,English,USA,2006.0,PG-13,3.1,110,http://www.imdb.com/title/tt0462395/?ref_=fn_tt_tt_1,tt0462395
2512,The Adventures of Elmo in Grouchland,11634458.0,17000000.0,Adventure|Comedy|Family|Fantasy|Musical,Vanessa Williams,English,USA,1999.0,G,5.8,339,http://www.imdb.com/title/tt0159421/?ref_=fn_tt_tt_1,tt0159421
2513,Brooklyn's Finest,27154426.0,17000000.0,Crime|Drama|Thriller,Don Cheadle,English,USA,2009.0,R,6.7,4000,http://www.imdb.com/title/tt1210042/?ref_=fn_tt_tt_1,tt1210042
2514,55 Days at Peking,,9000000.0,Action|Adventure|Drama|History|War,Ava Gardner,English,USA,1963.0,Unrated,6.8,419,http://www.imdb.com/title/tt0056800/?ref_=fn_tt_tt_1,tt0056800
2515,Evil Dead,54239856.0,17000000.0,Horror,Lou Taylor Pucci,English,USA,2013.0,R,6.5,70000,http://www.imdb.com/title/tt1288558/?ref_=fn_tt_tt_1,tt1288558
2516,My Life in Ruins,8662318.0,17000000.0,Comedy|Romance,Nia Vardalos,English,USA,2009.0,PG-13,5.9,0,http://www.imdb.com/title/tt0865559/?ref_=fn_tt_tt_1,tt0865559
2517,American Dreamz,7156725.0,19000000.0,Comedy|Music,Judy Greer,English,USA,2006.0,PG-13,5.5,300,http://www.imdb.com/title/tt0465142/?ref_=fn_tt_tt_1,tt0465142
2518,Superman IV: The Quest for Peace,15681020.0,17000000.0,Action|Adventure|Family|Sci-Fi,Jim Broadbent,English,UK,1987.0,PG,3.6,1000,http://www.imdb.com/title/tt0094074/?ref_=fn_tt_tt_1,tt0094074
2519,How She Move,7070459.0,,Drama,DeRay Davis,English,Canada,2007.0,PG-13,3.3,238,http://www.imdb.com/title/tt0770810/?ref_=fn_tt_tt_1,tt0770810
2520,Running Scared,6855137.0,17000000.0,Action|Crime|Drama|Thriller,Paul Walker,English,Germany,2006.0,R,7.4,0,http://www.imdb.com/title/tt0404390/?ref_=fn_tt_tt_1,tt0404390
2521,Bobby Jones: Stroke of Genius,2694071.0,,Biography|Drama|Romance|Sport,Aidan Quinn,English,USA,2004.0,PG,6.7,352,http://www.imdb.com/title/tt0375104/?ref_=fn_tt_tt_1,tt0375104
2522,Shanghai Surprise,2315683.0,17000000.0,Adventure|Crime|Drama|Romance,Victor Wong,English,UK,1986.0,PG-13,3.0,154,http://www.imdb.com/title/tt0091934/?ref_=fn_tt_tt_1,tt0091934
2523,The Illusionist,39825798.0,16000000.0,Drama|Mystery|Romance|Thriller,Rufus Sewell,English,USA,2006.0,PG-13,7.6,15000,http://www.imdb.com/title/tt0443543/?ref_=fn_tt_tt_1,tt0443543
2524,Roar,2000000.0,17000000.0,Adventure|Horror|Thriller,Tippi Hedren,English,USA,1981.0,PG,6.4,0,http://www.imdb.com/title/tt0083001/?ref_=fn_tt_tt_1,tt0083001
2525,Veronica Guerin,1569918.0,17000000.0,Biography|Crime|Drama|Thriller,Brenda Fricker,English,Ireland,2003.0,R,6.9,0,http://www.imdb.com/title/tt0312549/?ref_=fn_tt_tt_1,tt0312549
2526,Escobar: Paradise Lost,106869.0,17000000.0,Crime|Drama|Romance|Thriller,Josh Hutcherson,English,France,2014.0,R,6.6,0,http://www.imdb.com/title/tt2515030/?ref_=fn_tt_tt_1,tt2515030
2527,Southland Tales,273420.0,17000000.0,Comedy|Mystery|Sci-Fi|Thriller,Janeane Garofalo,English,France,2006.0,R,5.5,0,http://www.imdb.com/title/tt0405336/?ref_=fn_tt_tt_1,tt0405336
2529,Damnation Alley,,17000000.0,Sci-Fi,George Peppard,English,USA,1977.0,PG,5.2,903,http://www.imdb.com/title/tt0075909/?ref_=fn_tt_tt_1,tt0075909
2530,The Apparition,4930798.0,17000000.0,Horror|Thriller,Julianna Guill,English,USA,2012.0,PG-13,4.1,0,http://www.imdb.com/title/tt1433822/?ref_=fn_tt_tt_1,tt1433822
2531,My Girl,59847242.0,16500000.0,Comedy|Drama|Family|Romance,Macaulay Culkin,English,USA,1991.0,PG-13,6.8,0,http://www.imdb.com/title/tt0102492/?ref_=fn_tt_tt_1,tt0102492
2532,Fur: An Imaginary Portrait of Diane Arbus,220914.0,16800000.0,Biography|Drama|Romance,Robert Downey Jr.,English,USA,2006.0,R,6.5,0,http://www.imdb.com/title/tt0422295/?ref_=fn_tt_tt_1,tt0422295
2533,The Illusionist,39825798.0,16000000.0,Drama|Mystery|Romance|Thriller,Rufus Sewell,English,USA,2006.0,PG-13,7.6,15000,http://www.imdb.com/title/tt0443543/?ref_=fn_tt_tt_1,tt0443543
2534,Wall Street,43848100.0,15000000.0,Crime|Drama,Hal Holbrook,English,USA,1987.0,R,7.4,0,http://www.imdb.com/title/tt0094291/?ref_=fn_tt_tt_1,tt0094291
2535,Sense and Sensibility,42700000.0,16500000.0,Drama|Romance,Alan Rickman,English,USA,1995.0,PG,7.7,0,http://www.imdb.com/title/tt0114388/?ref_=fn_tt_tt_1,tt0114388
2536,Becoming Jane,18663911.0,16500000.0,Biography|Drama|Romance,Anne Hathaway,English,UK,2007.0,PG,7.1,0,http://www.imdb.com/title/tt0416508/?ref_=fn_tt_tt_1,tt0416508
2537,Sydney White,11702090.0,16500000.0,Comedy|Romance,Danny Strong,English,USA,2007.0,PG-13,6.3,0,http://www.imdb.com/title/tt0815244/?ref_=fn_tt_tt_1,tt0815244
2538,House of Sand and Fog,13005485.0,15000000.0,Drama,Frances Fisher,English,USA,2003.0,R,7.6,0,http://www.imdb.com/title/tt0315983/?ref_=fn_tt_tt_1,tt0315983
2539,Dead Poets Society,95860116.0,16400000.0,Comedy|Drama,Robin Williams,English,USA,1989.0,PG,8.0,23000,http://www.imdb.com/title/tt0097165/?ref_=fn_tt_tt_1,tt0097165
2540,Dumb & Dumber,127175354.0,16000000.0,Comedy,Lauren Holly,English,USA,1994.0,PG-13,7.3,0,http://www.imdb.com/title/tt0109686/?ref_=fn_tt_tt_1,tt0109686
2541,When Harry Met Sally...,92823600.0,16000000.0,Comedy|Drama|Romance,Bruno Kirby,English,USA,1989.0,R,7.6,0,http://www.imdb.com/title/tt0098635/?ref_=fn_tt_tt_1,tt0098635
2542,The Verdict,54000000.0,16000000.0,Drama,Charlotte Rampling,English,USA,1982.0,R,7.8,0,http://www.imdb.com/title/tt0084855/?ref_=fn_tt_tt_1,tt0084855
2543,Road Trip,68525609.0,15600000.0,Comedy,Ethan Suplee,English,USA,2000.0,R,6.5,0,http://www.imdb.com/title/tt0215129/?ref_=fn_tt_tt_1,tt0215129
2544,Varsity Blues,52885587.0,16000000.0,Comedy|Drama|Romance|Sport,Paul Walker,English,USA,1999.0,R,6.4,0,http://www.imdb.com/title/tt0139699/?ref_=fn_tt_tt_1,tt0139699
2545,The Artist,44667095.0,15000000.0,Comedy|Drama|Romance,Bérénice Bejo,English,France,2011.0,PG-13,8.0,30000,http://www.imdb.com/title/tt1655442/?ref_=fn_tt_tt_1,tt1655442
2546,The Unborn,42638165.0,16000000.0,Drama|Fantasy|Horror|Mystery|Thriller,Gary Oldman,English,USA,2009.0,PG-13,4.8,0,http://www.imdb.com/title/tt1139668/?ref_=fn_tt_tt_1,tt1139668
2547,Moonrise Kingdom,45507053.0,16000000.0,Adventure|Comedy|Drama|Romance,Bruce Willis,English,USA,2012.0,PG-13,7.8,71000,http://www.imdb.com/title/tt1748122/?ref_=fn_tt_tt_1,tt1748122
2548,The Texas Chainsaw Massacre: The Beginning,39511038.0,16000000.0,Horror,Matt Bomer,English,USA,2006.0,R,5.9,0,http://www.imdb.com/title/tt0420294/?ref_=fn_tt_tt_1,tt0420294
2549,The Young Messiah,6462576.0,18500000.0,Drama,Clive Russell,English,USA,2016.0,PG-13,5.4,0,http://www.imdb.com/title/tt1002563/?ref_=fn_tt_tt_1,tt1002563
2550,The Master of Disguise,40363530.0,16000000.0,Comedy|Family,Jennifer Esposito,English,USA,2002.0,PG,3.3,1000,http://www.imdb.com/title/tt0295427/?ref_=fn_tt_tt_1,tt0295427
2553,See Spot Run,33357476.0,35000000.0,Action|Comedy|Crime|Family,Leslie Bibb,English,USA,2001.0,PG,5.4,393,http://www.imdb.com/title/tt0250720/?ref_=fn_tt_tt_1,tt0250720
2554,Baby Boy,28734552.0,16000000.0,Crime|Drama|Romance|Thriller,Mo'Nique,English,USA,2001.0,R,6.4,1000,http://www.imdb.com/title/tt0255819/?ref_=fn_tt_tt_1,tt0255819
2555,The Roommate,37300107.0,16000000.0,Drama|Horror|Thriller,Leighton Meester,English,USA,2011.0,PG-13,4.8,0,http://www.imdb.com/title/tt1265990/?ref_=fn_tt_tt_1,tt1265990
2556,Joe Dirt,27087695.0,17700000.0,Adventure|Comedy|Drama,Brittany Daniel,English,USA,2001.0,PG-13,5.9,0,http://www.imdb.com/title/tt0245686/?ref_=fn_tt_tt_1,tt0245686
2557,Double Impact,30102717.0,15000000.0,Action|Crime,Bolo Yeung,English,USA,1991.0,R,5.5,0,http://www.imdb.com/title/tt0101764/?ref_=fn_tt_tt_1,tt0101764
2558,Hot Fuzz,23618786.0,8000000.0,Action|Comedy|Mystery,Bill Bailey,English,UK,2007.0,R,7.9,17000,http://www.imdb.com/title/tt0425112/?ref_=fn_tt_tt_1,tt0425112
2559,The Women,26896744.0,16500000.0,Comedy|Drama,Jada Pinkett Smith,English,USA,2008.0,PG-13,4.9,0,http://www.imdb.com/title/tt0430770/?ref_=fn_tt_tt_1,tt0430770
2560,Vicky Cristina Barcelona,23213577.0,15500000.0,Drama|Romance,Scarlett Johansson,English,Spain,2008.0,PG-13,7.2,14000,http://www.imdb.com/title/tt0497465/?ref_=fn_tt_tt_1,tt0497465
2562,Bad Moms,55461307.0,20000000.0,Comedy,Mila Kunis,English,USA,2016.0,R,6.7,18000,http://www.imdb.com/title/tt4651520/?ref_=fn_tt_tt_1,tt4651520
2563,Boys and Girls,20627372.0,16000000.0,Comedy|Drama|Romance,Alyson Hannigan,English,USA,2000.0,PG-13,5.3,487,http://www.imdb.com/title/tt0204175/?ref_=fn_tt_tt_1,tt0204175
2564,White Oleander,16346122.0,16000000.0,Drama,Patrick Fugit,English,USA,2002.0,PG-13,7.2,0,http://www.imdb.com/title/tt0283139/?ref_=fn_tt_tt_1,tt0283139
2565,Jennifer's Body,16204793.0,16000000.0,Comedy|Fantasy|Horror,J.K. Simmons,English,USA,2009.0,R,5.1,6000,http://www.imdb.com/title/tt1131734/?ref_=fn_tt_tt_1,tt1131734
2566,Drowning Mona,15427192.0,16000000.0,Comedy|Crime|Mystery,Will Ferrell,English,USA,2000.0,PG-13,5.6,492,http://www.imdb.com/title/tt0186045/?ref_=fn_tt_tt_1,tt0186045
2567,Radio Days,14792779.0,16000000.0,Comedy,Mike Starr,English,USA,1987.0,PG,7.6,0,http://www.imdb.com/title/tt0093818/?ref_=fn_tt_tt_1,tt0093818
2568,Left Behind,13998282.0,16000000.0,Action|Drama|Fantasy|Mystery|Thriller,Nicolas Cage,English,USA,2014.0,PG-13,3.1,31000,http://www.imdb.com/title/tt2467046/?ref_=fn_tt_tt_1,tt2467046
2569,Remember Me,19057024.0,16000000.0,Drama|Romance,Robert Pattinson,English,USA,2010.0,PG-13,7.2,24000,http://www.imdb.com/title/tt1403981/?ref_=fn_tt_tt_1,tt1403981
2570,How to Deal,14108518.0,16000000.0,Comedy|Drama|Romance,Dylan Baker,English,USA,2003.0,PG-13,5.7,371,http://www.imdb.com/title/tt0319524/?ref_=fn_tt_tt_1,tt0319524
